000120:005:384,411,295,364,251,178,173,096,102,059,028,024,008,009,002,001:881,825,719,625,493,390,314,220,160,097,055,036,017,011,004,002
000201:004:413,300,366,256,180,174,097,102,059,028,024,008,009,002,001,001:829,725,632,501,396,317,221,160,097,055,036,017,011,004,002,001
000210:005:411,295,364,251,178,173,096,102,059,028,024,008,009,002,001,001:825,719,625,493,390,314,220,160,097,055,036,017,011,004,002,001
000300:001:400,651,447,365,383,230,353,207,140,147,055,089,029,017,017,0:951,925,861,804,732,620,535,412,314,252,153,115,055,035,022,005
001002:004:366,386,379,259,230,184,171,128,087,050,036,025,015,007,002,002:868,813,720,621,506,410,329,246,173,105,068,043,024,011,005,003
001011:031:294,143,126,061,062,021,018,005,005,001,001,0,000,0,0,0:413,297,221,133,078,040,025,011,005,002,001,000,000,0,0,0
001020:005:366,384,378,256,228,180,169,126,087,049,036,025,015,007,002,002:864,808,715,614,499,402,324,242,171,104,067,043,023,011,005,003
001101:031:140,215,110,114,058,029,040,016,016,005,002,003,001,001,0,0:409,344,260,209,130,077,054,034,024,011,005,004,002,001,000,000
001110:032:140,215,110,114,058,029,040,016,016,005,002,003,001,001,0,0:408,344,260,209,130,077,054,034,024,011,005,004,002,001,000,000
001200:005:541,312,329,176,105,243,121,126,043,016,053,017,017,0,0,005:806,696,632,485,412,359,266,211,113,079,068,035,022,005,005,005
002001:004:379,259,230,184,171,128,087,050,036,025,015,007,002,002,001,000:720,621,506,410,329,246,173,105,068,043,024,011,005,003,001,000
002010:005:378,256,228,180,169,126,087,049,036,025,015,007,002,002,001,000:715,614,499,402,324,242,171,104,067,043,023,011,005,003,001,000
002100:005:312,329,176,105,243,121,126,043,016,053,017,017,0,0,005,0:696,632,485,412,359,266,211,113,079,068,035,022,005,005,005,0
003000:001:422,299,362,367,217,178,128,136,100,051,022,016,017,005,0,0:853,790,724,622,504,401,318,249,158,095,050,034,022,005,0,0
010002:004:417,383,256,246,251,190,141,101,084,062,031,019,011,007,002,001:854,777,695,615,506,399,305,234,170,102,057,034,020,009,003,001
010011:031:163,123,134,094,033,027,021,009,002,002,001,000,0,0,0,0:389,309,246,147,076,053,031,012,005,003,001,000,0,0,0,0
010020:005:417,382,255,245,247,186,139,099,083,061,030,019,011,007,002,001:850,769,686,608,497,389,297,227,166,100,057,034,020,009,003,001
010101:031:221,166,072,102,067,044,034,010,015,007,003,002,0,001,0,000:421,342,256,211,140,082,058,032,024,012,005,003,001,001,000,000
010110:032:221,165,072,102,067,044,034,010,015,007,003,002,0,001,0,000:420,340,255,210,140,082,058,032,024,012,005,003,001,001,000,000
010200:005:371,152,302,189,245,176,038,118,047,053,029,0,017,0,005,0:752,653,621,496,414,322,222,206,117,079,045,022,022,005,005,0
011001:031:133,058,107,133,091,024,017,026,021,009,002,002,002,001,000,0:389,324,297,245,147,079,063,052,031,012,005,004,003,001,000,0
011010:032:133,058,107,133,091,024,016,026,021,009,002,002,002,001,000,0:387,323,296,244,147,078,062,052,031,012,005,004,003,001,000,0
011100:032:090,007,0,227,118,016,0,0,053,017,0,0,0,005,0,0:369,314,310,310,181,076,064,064,064,022,005,005,005,005,0,0
012000:005:169,323,336,131,038,093,128,089,018,007,016,017,005,0,0,0:681,633,501,349,290,269,215,117,051,039,034,022,005,0,0,0
020001:004:246,251,190,141,101,084,062,031,019,011,007,002,001,000,0,0:615,506,399,305,234,170,102,057,034,020,009,003,001,000,0,0
020010:005:245,247,186,139,099,083,061,030,019,011,007,002,001,000,0,0:608,497,389,297,227,166,100,057,034,020,009,003,001,000,0,0
020100:005:302,189,245,176,038,118,047,053,029,0,017,0,005,0,0,0:621,496,414,322,222,206,117,079,045,022,022,005,005,0,0,0
021000:005:323,336,131,038,093,128,089,018,007,016,017,005,0,0,0,0:633,501,349,290,269,215,117,051,039,034,022,005,0,0,0,0
030000:001:370,224,199,206,151,105,048,047,029,017,005,0,0,0,0,0:664,562,478,384,277,179,119,085,045,022,005,0,0,0,0,0
100002:004:399,286,278,250,216,164,118,096,066,045,024,014,007,002,001,000:815,747,660,564,464,354,274,195,126,079,043,023,010,003,001,000
100011:031:188,149,105,071,043,025,013,007,002,001,000,0,0,0,0,0:397,300,206,136,075,042,021,009,003,001,000,0,0,0,0,0
100020:005:399,285,277,248,213,160,113,093,065,044,024,014,007,002,001,000:809,739,651,550,449,339,262,187,124,078,042,023,010,003,001,000
100101:031:119,136,134,040,091,027,022,021,003,009,002,001,001,0,000,0:383,326,258,163,137,069,046,031,013,011,003,002,001,000,000,0
100110:032:118,136,133,039,091,027,022,021,003,009,002,001,001,0,000,0:379,324,256,162,137,069,046,031,013,011,003,002,001,000,000,0
100200:005:326,324,113,336,097,129,128,022,089,016,017,017,0,005,0,0:723,653,532,490,333,284,222,124,113,045,035,022,005,005,0,0
101001:031:141,140,122,092,062,033,030,020,011,006,002,002,001,000,0,0:404,343,268,191,135,082,060,036,020,010,005,003,001,000,0,0
101010:032:141,140,122,092,061,033,029,020,011,006,002,002,001,000,0,0:401,341,265,189,134,081,059,035,020,010,005,003,001,000,0,0
101100:032:001,090,227,007,118,0,016,053,0,017,0,0,005,0,0,0:370,369,314,184,181,076,076,064,022,022,005,005,005,0,0,0
102000:005:332,279,179,137,105,128,075,043,022,016,017,005,0,0,0,0:659,540,430,350,286,225,135,086,050,034,022,005,0,0,0,0
110001:031:170,120,098,073,068,039,023,015,010,007,002,001,000,0,0,0:403,322,243,192,138,079,049,031,019,009,003,001,000,0,0,0
110010:032:170,120,098,072,067,038,022,015,010,007,002,001,000,0,0,0:399,318,239,188,134,077,048,031,019,009,003,001,000,0,0,0
110100:032:026,227,090,001,118,007,053,016,0,017,0,005,0,0,0,0:385,370,240,185,184,081,076,034,022,022,005,005,0,0,0,0
111000:032:227,003,026,090,118,053,001,007,016,017,005,0,0,0,0,0:388,258,255,240,185,082,040,039,034,022,005,0,0,0,0,0
120000:005:152,189,177,123,077,038,047,029,017,005,0,0,0,0,0,0:487,429,338,240,157,110,085,045,022,005,0,0,0,0,0,0
200001:004:216,164,118,096,066,045,024,014,007,002,001,000,0,0,0,0:464,354,274,195,126,079,043,023,010,003,001,000,0,0,0,0
200010:005:213,160,113,093,065,044,024,014,007,002,001,000,0,0,0,0:449,339,262,187,124,078,042,023,010,003,001,000,0,0,0,0
200100:005:336,097,129,128,022,089,016,017,017,0,005,0,0,0,0,0:490,333,284,222,124,113,045,035,022,005,005,0,0,0,0,0
201000:005:179,137,105,128,075,043,022,016,017,005,0,0,0,0,0,0:430,350,286,225,135,086,050,034,022,005,0,0,0,0,0,0
210000:005:189,177,123,077,038,047,029,017,005,0,0,0,0,0,0,0:429,338,240,157,110,085,045,022,005,0,0,0,0,0,0,0
300000:001:199,165,113,061,055,029,017,005,0,0,0,0,0,0,0,0:411,309,208,140,094,045,022,005,0,0,0,0,0,0,0,0
000004:001:386,465,530,600,602,477,416,457,411,350,261,223,177,131,073,041:999,999,998,994,983,963,933,887,813,705,592,469,333,226,134,078
000013:012:386,465,530,600,351,421,351,312,192,153,099,054,027,010,004,001:988,985,970,940,865,800,683,535,390,257,158,084,041,015,005,001
000022:012:386,465,530,600,351,421,351,312,192,153,099,054,027,010,004,001:988,985,970,940,865,800,683,535,390,257,158,084,041,015,005,001
000031:012:386,465,530,600,351,421,351,312,192,153,099,054,027,010,004,001:988,985,970,940,865,800,683,535,390,257,158,084,041,015,005,001
000040:004:386,465,530,599,601,475,406,444,397,326,240,215,165,126,071,040:996,996,994,988,973,951,912,861,776,663,552,436,308,216,130,078
000103:012:465,530,339,560,398,306,331,197,255,146,086,083,029,037,010,004:985,970,940,907,823,745,652,504,400,265,183,132,069,046,018,009
000112:063:465,530,339,283,250,117,077,040,010,004,001,0,0,0,0,0:913,837,684,544,360,195,115,048,015,005,001,0,0,0,0,0
000121:063:465,530,339,283,250,117,077,040,010,004,001,0,0,0,0,0:913,837,684,544,360,195,115,048,015,005,001,0,0,0,0,0
000130:015:465,530,338,559,395,295,321,189,251,144,085,083,029,037,010,004:982,966,931,896,809,726,635,491,391,261,182,132,069,046,018,009
000202:012:530,339,560,398,306,331,197,255,146,086,083,029,037,010,004,004:970,940,907,823,745,652,504,400,265,183,132,069,046,018,009,005
000211:063:530,339,283,250,117,077,040,010,004,001,0,0,0,0,0,0:837,684,544,360,195,115,048,015,005,001,0,0,0,0,0,0
000220:015:530,338,559,395,295,321,189,251,144,085,083,029,037,010,004,004:966,931,896,809,726,635,491,391,261,182,132,069,046,018,009,005
000301:012:339,560,398,306,331,197,255,146,086,083,029,037,010,004,004,0:940,907,823,745,652,504,400,265,183,132,069,046,018,009,005,001
000310:015:338,559,395,295,321,189,251,144,085,083,029,037,010,004,004,0:931,896,809,726,635,491,391,261,182,132,069,046,018,009,005,001
000400:004:730,492,426,452,279,528,290,229,241,083,182,059,042,042,0,015:981,954,927,886,819,760,627,532,434,291,237,125,082,055,015,015
001003:012:231,500,543,342,324,263,299,270,171,123,088,079,049,025,008,006:970,960,923,859,792,709,629,500,381,263,188,135,080,042,018,011
001012:063:231,500,255,270,131,188,074,065,021,022,004,004,0,001,0,0:837,786,626,523,346,242,148,100,045,025,009,005,001,001,0,0
001021:063:231,500,255,270,131,188,074,065,021,022,004,004,0,001,0,0:837,786,626,523,346,242,148,100,045,025,009,005,001,001,0,0
001030:015:231,500,541,340,321,255,290,264,166,122,085,076,049,024,008,006:966,954,913,848,776,696,611,486,366,256,182,131,079,041,018,011
001102:063:172,425,233,255,129,074,136,060,062,021,006,015,004,004,0,0:786,740,606,510,343,241,199,133,097,045,025,019,009,005,001,001
001111:198:172,060,022,004,001,0,0,0,0,0,0,0,0,0,0,0:209,084,024,005,001,0,0,0,0,0,0,0,0,0,0,0
001120:064:171,422,230,252,128,074,136,060,062,021,006,015,004,004,0,0:781,733,602,507,342,241,199,133,097,045,025,019,009,005,001,001
001201:063:425,233,255,129,074,136,060,062,021,006,015,004,004,0,0,001:740,606,510,343,241,199,133,097,045,025,019,009,005,001,001,001
001210:064:422,230,252,128,074,136,060,062,021,006,015,004,004,0,0,001:733,602,507,342,241,199,133,097,045,025,019,009,005,001,001,001
001300:015:369,400,215,111,428,211,219,068,027,132,042,042,0,0,015,0:864,815,716,661,622,468,383,231,186,170,082,055,015,015,015,0
002002:012:543,342,324,263,299,270,171,123,088,079,049,025,008,006,004,001:923,859,792,709,629,500,381,263,188,135,080,042,018,011,005,001
002011:063:255,270,131,188,074,065,021,022,004,004,0,001,0,0,0,0:626,523,346,242,148,100,045,025,009,005,001,001,0,0,0,0
002020:015:541,340,321,255,290,264,166,122,085,076,049,024,008,006,004,001:913,848,776,696,611,486,366,256,182,131,079,041,018,011,005,001
002101:063:233,255,129,074,136,060,062,021,006,015,004,004,0,0,001,0:606,510,343,241,199,133,097,045,025,019,009,005,001,001,001,0
002110:064:230,252,128,074,136,060,062,021,006,015,004,004,0,0,001,0:602,507,342,241,199,133,097,045,025,019,009,005,001,001,001,0
002200:015:400,215,111,428,211,219,068,027,132,042,042,0,0,015,0,0:815,716,661,622,468,383,231,186,170,082,055,015,015,015,0,0
003001:012:324,263,299,270,171,123,088,079,049,025,008,006,004,001,0,0:792,709,629,500,381,263,188,135,080,042,018,011,005,001,0,0
003010:015:321,255,290,264,166,122,085,076,049,024,008,006,004,001,0,0:776,696,611,486,366,256,182,131,079,041,018,011,005,001,0,0
003100:015:215,111,428,211,219,068,027,132,042,042,0,0,015,0,0,0:716,661,622,468,383,231,186,170,082,055,015,015,015,0,0,0
004000:004:423,531,272,259,155,225,188,081,045,027,042,015,0,0,0,0:873,805,685,589,492,418,287,172,104,073,055,015,0,0,0,0
010003:012:519,538,339,266,386,337,277,153,159,145,090,055,029,024,010,004:966,939,885,833,785,687,559,450,368,256,166,101,063,038,015,005
010012:063:519,246,172,250,232,087,065,072,037,008,006,004,001,0,0,0:830,683,594,516,358,205,153,110,049,018,011,005,001,0,0,0
010021:063:519,246,172,250,232,087,065,072,037,008,006,004,001,0,0,0:830,683,594,516,358,205,153,110,049,018,011,005,001,0,0,0
010030:015:519,538,337,263,384,330,274,142,151,140,086,052,029,024,010,004:960,931,875,820,771,669,536,427,349,242,156,097,062,038,015,005
010102:063:422,312,099,223,139,139,099,027,056,024,015,010,0,004,0,001:786,670,542,496,353,246,181,115,095,048,025,015,005,005,001,001
010111:198:056,120,056,006,015,004,0,001,0,0,0,0,0,0,0,0:209,164,080,024,018,005,001,001,0,0,0,0,0,0,0,0
010120:064:422,310,099,220,139,136,099,026,056,024,015,010,0,004,0,001:781,665,537,491,351,241,180,114,095,048,025,015,005,005,001,001
010201:063:312,099,223,139,139,099,027,056,024,015,010,0,004,0,001,0:670,542,496,353,246,181,115,095,048,025,015,005,005,001,001,0
010210:064:310,099,220,139,136,099,026,056,024,015,010,0,004,0,001,0:665,537,491,351,241,180,114,095,048,025,015,005,005,001,001,0
010300:015:132,360,227,428,263,042,209,070,132,059,0,042,0,015,0,0:830,800,722,661,518,391,374,234,186,101,055,055,015,015,0,0
011002:063:246,060,120,246,232,072,022,060,072,037,005,004,006,004,001,0:683,594,565,513,358,205,164,149,110,049,018,015,011,005,001,0
011011:198:056,004,116,056,006,0,015,004,0,0,001,0,0,0,0,0:209,164,161,080,024,018,018,005,001,001,001,0,0,0,0,0
011020:064:246,056,120,246,230,072,022,056,072,037,004,004,006,004,001,0:678,589,563,508,351,203,163,145,110,048,018,015,011,005,001,0
011101:198:056,004,0,116,056,006,0,0,015,004,0,0,0,001,0,0:209,164,161,161,080,024,018,018,018,005,001,001,001,001,0,0
011110:198:056,004,0,116,056,006,0,0,015,004,0,0,0,001,0,0:209,164,161,161,080,024,018,018,018,005,001,001,001,001,0,0
011200:064:004,0,418,209,027,0,0,132,042,0,0,0,015,0,0,0:563,560,560,338,176,158,158,158,055,015,015,015,015,0,0,0
012001:063:120,246,232,072,022,060,072,037,005,004,006,004,001,0,0,0:565,513,358,205,164,149,110,049,018,015,011,005,001,0,0,0
012010:064:120,246,230,072,022,056,072,037,004,004,006,004,001,0,0,0:563,508,351,203,163,145,110,048,018,015,011,005,001,0,0,0
012100:064:0,418,209,027,0,0,132,042,0,0,0,015,0,0,0,0:560,560,338,176,158,158,158,055,015,015,015,015,0,0,0,0
013000:015:517,216,042,097,216,182,042,004,027,042,015,0,0,0,0,0:722,534,451,426,380,234,104,077,073,055,015,0,0,0,0,0
020002:012:266,386,337,277,153,159,145,090,055,029,024,010,004,001,0,0:833,785,687,559,450,368,256,166,101,063,038,015,005,001,0,0
020011:063:250,232,087,065,072,037,008,006,004,001,0,0,0,0,0,0:516,358,205,153,110,049,018,011,005,001,0,0,0,0,0,0
020020:015:263,384,330,274,142,151,140,086,052,029,024,010,004,001,0,0:820,771,669,536,427,349,242,156,097,062,038,015,005,001,0,0
020101:063:223,139,139,099,027,056,024,015,010,0,004,0,001,0,0,0:496,353,246,181,115,095,048,025,015,005,005,001,001,0,0,0
020110:064:220,139,136,099,026,056,024,015,010,0,004,0,001,0,0,0:491,351,241,180,114,095,048,025,015,005,005,001,001,0,0,0
020200:015:227,428,263,042,209,070,132,059,0,042,0,015,0,0,0,0:722,661,518,391,374,234,186,101,055,055,015,015,0,0,0,0
021001:063:246,232,072,022,060,072,037,005,004,006,004,001,0,0,0,0:513,358,205,164,149,110,049,018,015,011,005,001,0,0,0,0
021010:064:246,230,072,022,056,072,037,004,004,006,004,001,0,0,0,0:508,351,203,163,145,110,048,018,015,011,005,001,0,0,0,0
021100:064:418,209,027,0,0,132,042,0,0,0,015,0,0,0,0,0:560,338,176,158,158,158,055,015,015,015,015,0,0,0,0,0
022000:015:216,042,097,216,182,042,004,027,042,015,0,0,0,0,0,0:534,451,426,380,234,104,077,073,055,015,0,0,0,0,0,0
030001:012:277,153,159,145,090,055,029,024,010,004,001,0,0,0,0,0:559,450,368,256,166,101,063,038,015,005,001,0,0,0,0,0
030010:015:274,142,151,140,086,052,029,024,010,004,001,0,0,0,0,0:536,427,349,242,156,097,062,038,015,005,001,0,0,0,0,0
030100:015:263,042,209,070,132,059,0,042,0,015,0,0,0,0,0,0:518,391,374,234,186,101,055,055,015,015,0,0,0,0,0,0
031000:015:042,097,216,182,042,004,027,042,015,0,0,0,0,0,0,0:451,426,380,234,104,077,073,055,015,0,0,0,0,0,0,0
040000:004:288,242,190,068,070,059,042,015,0,0,0,0,0,0,0,0:571,450,308,198,147,101,055,015,0,0,0,0,0,0,0,0
100003:012:519,324,328,353,334,292,198,184,138,114,066,039,027,010,004,001:949,906,870,817,729,614,514,407,291,206,122,076,041,015,005,001
100012:063:216,324,252,211,142,108,077,042,024,010,004,001,0,0,0,0:735,692,562,427,311,203,132,071,038,015,005,001,0,0,0,0
100021:063:216,324,252,211,142,108,077,042,024,010,004,001,0,0,0,0:735,692,562,427,311,203,132,071,038,015,005,001,0,0,0,0
100030:015:519,324,328,352,333,287,190,177,124,110,064,038,027,010,004,001:944,900,858,802,707,585,486,381,267,195,118,075,041,015,005,001
100102:063:131,246,247,075,232,064,072,072,010,037,006,004,004,0,001,0:692,640,545,397,350,197,160,114,053,045,015,009,005,001,001,0
100111:198:131,056,057,020,006,004,001,0,0,0,0,0,0,0,0,0:222,129,085,028,011,005,001,0,0,0,0,0,0,0,0,0
100120:064:131,246,246,072,230,060,072,072,010,037,006,004,004,0,001,0:688,633,537,387,342,193,159,114,053,045,015,009,005,001,001,0
100201:063:246,247,075,232,064,072,072,010,037,006,004,004,0,001,0,0:640,545,397,350,197,160,114,053,045,015,009,005,001,001,0,0
100210:064:246,246,072,230,060,072,072,010,037,006,004,004,0,001,0,0:633,537,387,342,193,159,114,053,045,015,009,005,001,001,0,0
100300:015:377,112,517,100,216,216,031,182,027,042,042,0,015,0,0,0:830,752,716,526,481,391,249,231,101,082,055,015,015,0,0,0
101002:063:216,172,252,172,128,077,074,065,037,022,008,006,004,001,0,0:684,612,544,400,309,211,167,118,066,039,018,011,005,001,0,0
101011:198:0,172,0,060,0,022,0,004,0,001,0,0,0,0,0,0:209,209,084,084,024,024,005,005,001,001,0,0,0,0,0,0
101020:064:216,171,252,168,128,072,074,062,037,021,008,006,004,001,0,0:678,606,537,391,303,203,163,114,065,038,018,011,005,001,0,0
101101:198:001,056,116,004,056,0,006,015,0,004,0,0,001,0,0,0:209,209,164,084,080,024,024,018,005,005,001,001,001,0,0,0
101110:198:0,056,116,004,056,0,006,015,0,004,0,0,001,0,0,0:209,209,164,084,080,024,024,018,005,005,001,001,001,0,0,0
101200:064:097,418,004,209,0,027,132,0,042,0,0,015,0,0,0,0:606,563,340,338,176,176,158,055,055,015,015,015,0,0,0,0
102001:063:252,172,128,077,074,065,037,022,008,006,004,001,0,0,0,0:544,400,309,211,167,118,066,039,018,011,005,001,0,0,0,0
102010:064:252,168,128,072,074,062,037,021,008,006,004,001,0,0,0,0:537,391,303,203,163,114,065,038,018,011,005,001,0,0,0,0
102100:064:418,004,209,0,027,132,0,042,0,0,015,0,0,0,0,0:563,340,338,176,176,158,055,055,015,015,015,0,0,0,0,0
103000:015:215,222,111,219,144,068,045,027,042,015,0,0,0,0,0,0:584,534,446,391,246,147,104,073,055,015,0,0,0,0,0,0
110002:063:310,230,168,099,140,102,065,040,027,024,010,004,001,0,0,0:692,571,452,376,312,206,141,088,060,038,015,005,001,0,0,0
110011:198:116,015,056,056,016,004,006,004,001,0,0,0,0,0,0,0:222,142,129,085,028,015,011,005,001,0,0,0,0,0,0,0
110020:064:310,230,168,099,139,099,060,037,026,024,010,004,001,0,0,0:688,564,441,365,303,193,131,083,060,038,015,005,001,0,0,0
110101:198:015,116,056,001,056,004,015,006,0,004,0,001,0,0,0,0:222,209,129,085,084,028,024,011,005,005,001,001,0,0,0,0
110110:198:015,116,056,0,056,004,015,006,0,004,0,001,0,0,0,0:222,209,128,084,084,028,024,011,005,005,001,001,0,0,0,0
110200:064:418,097,0,209,004,132,027,0,042,0,015,0,0,0,0,0:606,390,340,340,180,176,073,055,055,015,015,0,0,0,0,0
111001:198:116,0,015,056,056,015,001,004,006,004,001,0,0,0,0,0:222,142,142,129,085,028,016,015,011,005,001,0,0,0,0,0
111010:198:116,0,015,056,056,015,0,004,006,004,001,0,0,0,0,0:222,141,141,128,084,028,015,015,011,005,001,0,0,0,0,0
111100:198:0,0,0,0,132,0,0,0,0,015,0,0,0,0,0,0:141,141,141,141,141,015,015,015,015,015,0,0,0,0,0,0
112000:064:015,097,209,132,0,004,027,042,015,0,0,0,0,0,0,0:402,390,340,180,077,077,073,055,015,0,0,0,0,0,0,0
120001:063:099,140,102,065,040,027,024,010,004,001,0,0,0,0,0,0:376,312,206,141,088,060,038,015,005,001,0,0,0,0,0,0
120010:064:099,139,099,060,037,026,024,010,004,001,0,0,0,0,0,0:365,303,193,131,083,060,038,015,005,001,0,0,0,0,0,0
120100:064:0,209,004,132,027,0,042,0,015,0,0,0,0,0,0,0:340,340,180,176,073,055,055,015,015,0,0,0,0,0,0,0
121000:064:097,209,132,0,004,027,042,015,0,0,0,0,0,0,0,0:390,340,180,077,077,073,055,015,0,0,0,0,0,0,0,0
130000:015:211,144,042,070,059,042,015,0,0,0,0,0,0,0,0,0:402,268,174,147,101,055,015,0,0,0,0,0,0,0,0,0
200002:012:334,292,198,184,138,114,066,039,027,010,004,001,0,0,0,0:729,614,514,407,291,206,122,076,041,015,005,001,0,0,0,0
200011:063:142,108,077,042,024,010,004,001,0,0,0,0,0,0,0,0:311,203,132,071,038,015,005,001,0,0,0,0,0,0,0,0
200020:015:333,287,190,177,124,110,064,038,027,010,004,001,0,0,0,0:707,585,486,381,267,195,118,075,041,015,005,001,0,0,0,0
200101:063:232,064,072,072,010,037,006,004,004,0,001,0,0,0,0,0:350,197,160,114,053,045,015,009,005,001,001,0,0,0,0,0
200110:064:230,060,072,072,010,037,006,004,004,0,001,0,0,0,0,0:342,193,159,114,053,045,015,009,005,001,001,0,0,0,0,0
200200:015:100,216,216,031,182,027,042,042,0,015,0,0,0,0,0,0:526,481,391,249,231,101,082,055,015,015,0,0,0,0,0,0
201001:063:128,077,074,065,037,022,008,006,004,001,0,0,0,0,0,0:309,211,167,118,066,039,018,011,005,001,0,0,0,0,0,0
201010:064:128,072,074,062,037,021,008,006,004,001,0,0,0,0,0,0:303,203,163,114,065,038,018,011,005,001,0,0,0,0,0,0
201100:064:209,0,027,132,0,042,0,0,015,0,0,0,0,0,0,0:338,176,176,158,055,055,015,015,015,0,0,0,0,0,0,0
202000:015:111,219,144,068,045,027,042,015,0,0,0,0,0,0,0,0:446,391,246,147,104,073,055,015,0,0,0,0,0,0,0,0
210001:063:140,102,065,040,027,024,010,004,001,0,0,0,0,0,0,0:312,206,141,088,060,038,015,005,001,0,0,0,0,0,0,0
210010:064:139,099,060,037,026,024,010,004,001,0,0,0,0,0,0,0:303,193,131,083,060,038,015,005,001,0,0,0,0,0,0,0
210100:064:209,004,132,027,0,042,0,015,0,0,0,0,0,0,0,0:340,180,176,073,055,055,015,015,0,0,0,0,0,0,0,0
